LIABILITIES          ID                   Segment                           Amount       Rate  Base Rate     Spread    Rate Type  Repricing   Orig. Mat.  Resid. Mat.
======================================================================================================================================================
                     nmd_retail_current_000001 Retail Current (NMD)               28200      2.06%      3.98%     -1.92%      Managed        O/N          0.0          0.0
                     term_deposit_0479    Term Deposit                          20      3.26%      3.67%     -0.41%        Fixed    At Mat.          5.0         4.38
                     term_deposit_0480    Term Deposit                          40      2.99%      3.62%     -0.63%        Fixed    At Mat.          1.0         0.66
                     term_deposit_0481    Term Deposit                           9      3.12%      3.62%     -0.50%        Fixed    At Mat.          1.0         0.55
                     term_deposit_0482    Term Deposit                          16      2.86%      3.75%     -0.89%        Fixed    At Mat.          0.5         0.45
                     term_deposit_0483    Term Deposit                          21      3.26%      3.62%     -0.36%        Fixed    At Mat.          1.0         0.57
                     term_deposit_0484    Term Deposit                           6      3.36%      3.81%     -0.45%        Fixed    At Mat.         0.25         0.18
                     term_deposit_0485    Term Deposit                          12      3.12%      3.75%     -0.64%        Fixed    At Mat.          0.5         0.39
                     term_deposit_0486    Term Deposit                          13      3.16%      3.62%     -0.46%        Fixed    At Mat.          1.0         0.51
                     term_deposit_0487    Term Deposit                          12      3.17%      3.75%     -0.58%        Fixed    At Mat.          0.5         0.49
                     term_deposit_0488    Term Deposit                          22      3.33%      3.62%     -0.29%        Fixed    At Mat.          1.0         0.45
                     term_deposit_0489    Term Deposit                          18      3.28%      3.81%     -0.53%        Fixed    At Mat.         0.25         0.12
                     term_deposit_0490    Term Deposit                          14      3.44%      3.75%     -0.32%        Fixed    At Mat.          0.5         0.32
                     term_deposit_0491    Term Deposit                          25      3.06%      3.62%     -0.56%        Fixed    At Mat.          1.0         0.89
                     term_deposit_0492    Term Deposit                          54      3.20%      3.81%     -0.61%        Fixed    At Mat.         0.25         0.16
                     term_deposit_0493    Term Deposit                          52      3.52%      3.81%     -0.29%        Fixed    At Mat.         0.25         0.17
                     term_deposit_0494    Term Deposit                           6      3.23%      3.54%     -0.31%        Fixed    At Mat.          2.0         1.66
                     term_deposit_0495    Term Deposit                          27      3.26%      3.75%     -0.49%        Fixed    At Mat.          0.5         0.28
                     term_deposit_0496    Term Deposit                          17      2.90%      3.75%     -0.85%        Fixed    At Mat.          0.5         0.26
                     term_deposit_0497    Term Deposit                          21      3.11%      3.75%     -0.64%        Fixed    At Mat.          0.5         0.28
                     term_deposit_0498    Term Deposit                          15      3.14%      3.81%     -0.67%        Fixed    At Mat.         0.25         0.15
                     term_deposit_0499    Term Deposit                          21      3.17%      3.55%     -0.38%        Fixed    At Mat.          3.0         1.69
                     term_deposit_0500    Term Deposit                          21      3.10%      3.75%     -0.65%        Fixed    At Mat.          0.5         0.31
                     term_deposit_0501    Term Deposit                          14      3.36%      3.75%     -0.40%        Fixed    At Mat.          0.5         0.32
                     term_deposit_0502    Term Deposit                          11      3.33%      3.81%     -0.48%        Fixed    At Mat.         0.25         0.17
                     term_deposit_0503    Term Deposit                          15      3.08%      3.62%     -0.53%        Fixed    At Mat.          1.0         0.88
                     term_deposit_0504    Term Deposit                          22      3.29%      3.75%     -0.46%        Fixed    At Mat.          0.5          0.3
                     term_deposit_0505    Term Deposit                          28      3.10%      3.81%     -0.71%        Fixed    At Mat.         0.25         0.18
                     term_deposit_0506    Term Deposit                          32      3.11%      3.55%     -0.44%        Fixed    At Mat.          3.0         1.27
                     term_deposit_0507    Term Deposit                          14      3.24%      3.62%     -0.38%        Fixed    At Mat.          1.0         0.64
                     term_deposit_0508    Term Deposit                          23      3.16%      3.54%     -0.38%        Fixed    At Mat.          2.0         0.92
                     term_deposit_0509    Term Deposit                          34      3.16%      3.62%     -0.46%        Fixed    At Mat.          1.0         0.47
                     term_deposit_0510    Term Deposit                          39      3.00%      3.81%     -0.81%        Fixed    At Mat.         0.25         0.18
                     term_deposit_0511    Term Deposit                          19      3.14%      3.81%     -0.67%        Fixed    At Mat.         0.25         0.14
                     term_deposit_0512    Term Deposit                          17      3.57%      3.81%     -0.24%        Fixed    At Mat.         0.25         0.18
                     term_deposit_0513    Term Deposit                          22      3.19%      3.75%     -0.56%        Fixed    At Mat.          0.5         0.27
                     term_deposit_0514    Term Deposit                          10      3.34%      3.75%     -0.41%        Fixed    At Mat.          0.5         0.32
                     term_deposit_0515    Term Deposit                          17      3.04%      3.62%     -0.58%        Fixed    At Mat.          1.0         0.47
                     term_deposit_0516    Term Deposit                          30      3.30%      3.81%     -0.51%        Fixed    At Mat.         0.25          0.2
                     term_deposit_0517    Term Deposit                          28      3.19%      3.75%     -0.56%        Fixed    At Mat.          0.5         0.49
                     term_deposit_0518    Term Deposit                          16      3.08%      3.62%     -0.54%        Fixed    At Mat.          1.0         0.63
                     term_deposit_0519    Term Deposit                          22      3.30%      3.62%     -0.32%        Fixed    At Mat.          1.0         0.88
                     term_deposit_0520    Term Deposit                          12      3.48%      3.75%     -0.27%        Fixed    At Mat.          0.5          0.3
                     term_deposit_0521    Term Deposit                          29      3.04%      3.62%     -0.58%        Fixed    At Mat.          1.0         0.49
                     term_deposit_0522    Term Deposit                          18      3.15%      3.62%     -0.47%        Fixed    At Mat.          1.0         0.89
                     term_deposit_0523    Term Deposit                          16      3.06%      3.54%     -0.48%        Fixed    At Mat.          2.0         1.02
                     term_deposit_0524    Term Deposit                          16      2.66%      3.55%     -0.89%        Fixed    At Mat.          3.0          1.7
                     term_deposit_0525    Term Deposit                          19      2.83%      3.54%     -0.71%        Fixed    At Mat.          2.0         1.15
                     term_deposit_0526    Term Deposit                          15      2.96%      3.62%     -0.66%        Fixed    At Mat.          1.0         0.54
                     term_deposit_0527    Term Deposit                          29      2.89%      3.75%     -0.86%        Fixed    At Mat.          0.5         0.48
                     term_deposit_0528    Term Deposit                          15      3.35%      3.75%     -0.40%        Fixed    At Mat.          0.5         0.23
                     term_deposit_0529    Term Deposit                          50      3.26%      3.62%     -0.36%        Fixed    At Mat.          1.0         0.57
                     term_deposit_0530    Term Deposit                          47      3.03%      3.55%     -0.52%        Fixed    At Mat.          3.0         2.08
                     term_deposit_0531    Term Deposit                          11      3.45%      3.81%     -0.36%        Fixed    At Mat.         0.25          0.2
                     term_deposit_0532    Term Deposit                          20      2.99%      3.62%     -0.63%        Fixed    At Mat.          1.0         0.69
                     term_deposit_0533    Term Deposit                          13      3.45%      3.75%     -0.30%        Fixed    At Mat.          0.5         0.23
                     term_deposit_0534    Term Deposit                          16      3.26%      3.81%     -0.55%        Fixed    At Mat.         0.25         0.22
                     term_deposit_0535    Term Deposit                          64      3.11%      3.54%     -0.43%        Fixed    At Mat.          2.0         0.99
                     term_deposit_0536    Term Deposit                          16      3.20%      3.62%     -0.42%        Fixed    At Mat.          1.0         0.49
                     term_deposit_0537    Term Deposit                          24      3.09%      3.75%     -0.66%        Fixed    At Mat.          0.5         0.22
                     term_deposit_0538    Term Deposit                          27      3.56%      3.62%     -0.06%        Fixed    At Mat.          1.0         0.61
                     term_deposit_0539    Term Deposit                          11      3.51%      3.75%     -0.24%        Fixed    At Mat.          0.5         0.31
                     term_deposit_0540    Term Deposit                          12      3.44%      3.81%     -0.37%        Fixed    At Mat.         0.25          0.2
                     term_deposit_0541    Term Deposit                           9      2.71%      3.54%     -0.83%        Fixed    At Mat.          2.0          1.1
                     term_deposit_0542    Term Deposit                          11      2.83%      3.75%     -0.92%        Fixed    At Mat.          0.5         0.36
                     term_deposit_0543    Term Deposit                           3      2.83%      3.55%     -0.72%        Fixed    At Mat.          3.0         1.84
                     term_deposit_0544    Term Deposit                          27      3.40%      3.81%     -0.41%        Fixed    At Mat.         0.25         0.19
                     term_deposit_0545    Term Deposit                          66      3.16%      3.62%     -0.46%        Fixed    At Mat.          1.0         0.48
                     term_deposit_0546    Term Deposit                          21      2.86%      3.62%     -0.76%        Fixed    At Mat.          1.0          0.9
                     term_deposit_0547    Term Deposit                           8      2.94%      3.54%     -0.60%        Fixed    At Mat.          2.0         1.97
                     term_deposit_0548    Term Deposit                          13      2.81%      3.75%     -0.94%        Fixed    At Mat.          0.5         0.23
                     term_deposit_0549    Term Deposit                          15      3.06%      3.62%     -0.56%        Fixed    At Mat.          1.0          0.9
                     term_deposit_0550    Term Deposit                          10      3.33%      3.67%     -0.34%        Fixed    At Mat.          5.0         2.95
                     term_deposit_0551    Term Deposit                          32      2.88%      3.54%     -0.66%        Fixed    At Mat.          2.0         1.74
                     term_deposit_0552    Term Deposit                          31      3.16%      3.67%     -0.52%        Fixed    At Mat.          5.0          2.3
                     term_deposit_0553    Term Deposit                          10      3.32%      3.62%     -0.30%        Fixed    At Mat.          1.0         0.52
                     term_deposit_0554    Term Deposit                          30      3.06%      3.75%     -0.69%        Fixed    At Mat.          0.5         0.34
                     term_deposit_0555    Term Deposit                          48      2.94%      3.55%     -0.60%        Fixed    At Mat.          3.0         1.98
                     term_deposit_0556    Term Deposit                          60      3.33%      3.75%     -0.42%        Fixed    At Mat.          0.5         0.38
                     term_deposit_0557    Term Deposit                         108      3.25%      3.75%     -0.50%        Fixed    At Mat.          0.5         0.44
                     term_deposit_0558    Term Deposit                          11      3.25%      3.75%     -0.50%        Fixed    At Mat.          0.5         0.27
                     term_deposit_0559    Term Deposit                         105      3.08%      3.62%     -0.54%        Fixed    At Mat.          1.0         0.74
                     term_deposit_0560    Term Deposit                          16      2.76%      3.75%     -0.99%        Fixed    At Mat.          0.5         0.33
                     term_deposit_0561    Term Deposit                          14      2.95%      3.62%     -0.67%        Fixed    At Mat.          1.0         0.91
                     term_deposit_0562    Term Deposit                          24      3.25%      3.62%     -0.37%        Fixed    At Mat.          1.0         0.48
                     term_deposit_0563    Term Deposit                          14      3.51%      3.75%     -0.24%        Fixed    At Mat.          0.5         0.22
                     term_deposit_0564    Term Deposit                          25      2.66%      3.54%     -0.88%        Fixed    At Mat.          2.0         1.88
                     term_deposit_0565    Term Deposit                           9      3.03%      3.54%     -0.51%        Fixed    At Mat.          2.0         1.93
                     term_deposit_0566    Term Deposit                          17      2.78%      3.62%     -0.84%        Fixed    At Mat.          1.0         0.95
                     term_deposit_0567    Term Deposit                          42      3.35%      3.54%     -0.19%        Fixed    At Mat.          2.0         1.68
                     term_deposit_0568    Term Deposit                          19      3.77%      3.75%      0.02%        Fixed    At Mat.          0.5         0.48
                     term_deposit_0569    Term Deposit                          21      3.19%      3.67%     -0.48%        Fixed    At Mat.          5.0         2.71
                     term_deposit_0570    Term Deposit                          26      3.21%      3.75%     -0.54%        Fixed    At Mat.          0.5         0.44
                     term_deposit_0571    Term Deposit                          39      3.03%      3.62%     -0.59%        Fixed    At Mat.          1.0         0.62
                     term_deposit_0572    Term Deposit                           7      3.24%      3.62%     -0.38%        Fixed    At Mat.          1.0         0.53
                     term_deposit_0573    Term Deposit                          27      2.96%      3.62%     -0.66%        Fixed    At Mat.          1.0         0.57
                     term_deposit_0574    Term Deposit                          16      2.88%      3.62%     -0.74%        Fixed    At Mat.          1.0         0.68
                     term_deposit_0575    Term Deposit                          21      3.05%      3.81%     -0.76%        Fixed    At Mat.         0.25         0.15
                     term_deposit_0576    Term Deposit                          36      3.10%      3.54%     -0.44%        Fixed    At Mat.          2.0         1.74
                     term_deposit_0577    Term Deposit                           9      3.36%      3.81%     -0.45%        Fixed    At Mat.         0.25         0.12
                     term_deposit_0578    Term Deposit                          11      3.52%      3.81%     -0.29%        Fixed    At Mat.         0.25         0.17
                     term_deposit_0579    Term Deposit                           6      3.12%      3.62%     -0.50%        Fixed    At Mat.          1.0         0.88
                     term_deposit_0580    Term Deposit                          14      2.73%      3.55%     -0.82%        Fixed    At Mat.          3.0         2.83
                     term_deposit_0581    Term Deposit                          43      2.87%      3.54%     -0.67%        Fixed    At Mat.          2.0         1.98
                     term_deposit_0582    Term Deposit                          18      3.34%      3.55%     -0.21%        Fixed    At Mat.          3.0         1.38
                     term_deposit_0583    Term Deposit                           9      2.85%      3.54%     -0.69%        Fixed    At Mat.          2.0         0.91
                     term_deposit_0584    Term Deposit                          14      3.19%      3.54%     -0.35%        Fixed    At Mat.          2.0         1.02
                     term_deposit_0585    Term Deposit                           8      3.59%      3.81%     -0.22%        Fixed    At Mat.         0.25         0.17
                     term_deposit_0586    Term Deposit                          10      3.30%      3.75%     -0.45%        Fixed    At Mat.          0.5         0.38
                     term_deposit_0587    Term Deposit                          24      2.93%      3.75%     -0.82%        Fixed    At Mat.          0.5          0.4
                     term_deposit_0588    Term Deposit                          10      3.54%      3.55%     -0.01%        Fixed    At Mat.          3.0         1.53
                     term_deposit_0589    Term Deposit                          38      3.06%      3.67%     -0.61%        Fixed    At Mat.          5.0         4.78
                     term_deposit_0590    Term Deposit                          19      2.98%      3.55%     -0.57%        Fixed    At Mat.          3.0         1.75
                     term_deposit_0591    Term Deposit                          20      2.83%      3.54%     -0.71%        Fixed    At Mat.          2.0         0.97
                     term_deposit_0592    Term Deposit                          16      3.13%      3.67%     -0.54%        Fixed    At Mat.          5.0         2.58
                     term_deposit_0593    Term Deposit                          31      3.06%      3.62%     -0.56%        Fixed    At Mat.          1.0         0.64
                     term_deposit_0594    Term Deposit                          31      3.32%      3.62%     -0.30%        Fixed    At Mat.          1.0         0.87
                     term_deposit_0595    Term Deposit                          24      3.26%      3.81%     -0.55%        Fixed    At Mat.         0.25         0.24
                     term_deposit_0596    Term Deposit                          27      3.11%      3.54%     -0.43%        Fixed    At Mat.          2.0         0.85
                     term_deposit_0597    Term Deposit                          17      3.41%      3.81%     -0.40%        Fixed    At Mat.         0.25         0.25
                     term_deposit_0598    Term Deposit                          27      2.62%      3.54%     -0.92%        Fixed    At Mat.          2.0         1.79
                     term_deposit_0599    Term Deposit                          16      2.80%      3.55%     -0.75%        Fixed    At Mat.          3.0         2.23
                     term_deposit_0600    Term Deposit                          19      2.96%      3.54%     -0.58%        Fixed    At Mat.          2.0         1.58
                     term_deposit_0601    Term Deposit                          16      3.27%      3.81%     -0.54%        Fixed    At Mat.         0.25         0.23
                     term_deposit_0602    Term Deposit                          15      3.01%      3.62%     -0.61%        Fixed    At Mat.          1.0         0.58
                     term_deposit_0603    Term Deposit                          13      2.83%      3.62%     -0.79%        Fixed    At Mat.          1.0         0.68
                     term_deposit_0604    Term Deposit                          26      3.04%      3.62%     -0.58%        Fixed    At Mat.          1.0          0.6
                     term_deposit_0605    Term Deposit                          42      3.55%      3.55%      0.00%        Fixed    At Mat.          3.0         2.26
                     term_deposit_0606    Term Deposit                          39      3.40%      3.54%     -0.14%        Fixed    At Mat.          2.0         1.32
                     term_deposit_0607    Term Deposit                           9      3.31%      3.81%     -0.50%        Fixed    At Mat.         0.25         0.25
                     term_deposit_0608    Term Deposit                          42      3.26%      3.75%     -0.49%        Fixed    At Mat.          0.5         0.23
                     term_deposit_0609    Term Deposit                          16      2.95%      3.54%     -0.59%        Fixed    At Mat.          2.0         1.79
                     term_deposit_0610    Term Deposit                          28      2.75%      3.55%     -0.80%        Fixed    At Mat.          3.0         2.47
                     term_deposit_0611    Term Deposit                          11      3.31%      3.62%     -0.32%        Fixed    At Mat.          1.0         0.68
                     term_deposit_0612    Term Deposit                          21      3.44%      3.62%     -0.18%        Fixed    At Mat.          1.0         0.98
                     term_deposit_0613    Term Deposit                          23      2.86%      3.55%     -0.69%        Fixed    At Mat.          3.0          2.2
                     term_deposit_0614    Term Deposit                           8      3.08%      3.55%     -0.46%        Fixed    At Mat.          3.0         1.37
                     term_deposit_0615    Term Deposit                          28      3.35%      3.81%     -0.46%        Fixed    At Mat.         0.25         0.21
                     term_deposit_0616    Term Deposit                          43      3.44%      3.75%     -0.31%        Fixed    At Mat.          0.5         0.41
                     term_deposit_0617    Term Deposit                          17      3.33%      3.62%     -0.29%        Fixed    At Mat.          1.0         0.61
                     term_deposit_0618    Term Deposit                          44      3.00%      3.67%     -0.67%        Fixed    At Mat.          5.0          3.7
                     term_deposit_0619    Term Deposit                          17      3.08%      3.62%     -0.54%        Fixed    At Mat.          1.0         0.91
                     term_deposit_0620    Term Deposit                          32      3.12%      3.81%     -0.69%        Fixed    At Mat.         0.25          0.1
                     term_deposit_0621    Term Deposit                           5      3.47%      3.81%     -0.34%        Fixed    At Mat.         0.25         0.12
                     term_deposit_0622    Term Deposit                          82      3.02%      3.62%     -0.60%        Fixed    At Mat.          1.0         0.81
                     term_deposit_0623    Term Deposit                          47      2.92%      3.54%     -0.62%        Fixed    At Mat.          2.0         1.13
                     term_deposit_0624    Term Deposit                          16      3.05%      3.55%     -0.50%        Fixed    At Mat.          3.0         1.23
                     term_deposit_0625    Term Deposit                           6      3.27%      3.75%     -0.48%        Fixed    At Mat.          0.5         0.49
                     term_deposit_0626    Term Deposit                          23      3.30%      3.62%     -0.32%        Fixed    At Mat.          1.0         0.96
                     term_deposit_0627    Term Deposit                           8      3.15%      3.62%     -0.47%        Fixed    At Mat.          1.0         0.75
                     term_deposit_0628    Term Deposit                          25      3.51%      3.62%     -0.11%        Fixed    At Mat.          1.0         0.87
                     term_deposit_0629    Term Deposit                          25      3.37%      3.62%     -0.25%        Fixed    At Mat.          1.0         0.42
                     term_deposit_0630    Term Deposit                          11      3.36%      3.54%     -0.18%        Fixed    At Mat.          2.0         1.08
                     term_deposit_0631    Term Deposit                          38      3.01%      3.62%     -0.61%        Fixed    At Mat.          1.0         0.87
                     term_deposit_0632    Term Deposit                          31      3.63%      3.75%     -0.12%        Fixed    At Mat.          0.5          0.3
                     term_deposit_0633    Term Deposit                          35      3.33%      3.75%     -0.42%        Fixed    At Mat.          0.5         0.37
                     term_deposit_0634    Term Deposit                          19      3.14%      3.62%     -0.48%        Fixed    At Mat.          1.0         0.57
                     term_deposit_0635    Term Deposit                           8      3.24%      3.62%     -0.38%        Fixed    At Mat.          1.0         0.94
                     term_deposit_0636    Term Deposit                          35      2.76%      3.54%     -0.78%        Fixed    At Mat.          2.0         0.84
                     term_deposit_0637    Term Deposit                          16      2.77%      3.62%     -0.85%        Fixed    At Mat.          1.0         0.53
                     term_deposit_0638    Term Deposit                           8      2.96%      3.55%     -0.59%        Fixed    At Mat.          3.0         1.58
                     term_deposit_0639    Term Deposit                          43      2.63%      3.54%     -0.91%        Fixed    At Mat.          2.0         1.46
                     term_deposit_0640    Term Deposit                          68      3.24%      3.55%     -0.31%        Fixed    At Mat.          3.0         1.58
                     term_deposit_0641    Term Deposit                          19      3.06%      3.55%     -0.49%        Fixed    At Mat.          3.0         2.65
                     term_deposit_0642    Term Deposit                          71      3.28%      3.54%     -0.26%        Fixed    At Mat.          2.0         1.94
                     term_deposit_0643    Term Deposit                          20      3.11%      3.62%     -0.51%        Fixed    At Mat.          1.0         0.76
                     term_deposit_0644    Term Deposit                          15      3.60%      3.81%     -0.21%        Fixed    At Mat.         0.25         0.12
                     term_deposit_0645    Term Deposit                          13      3.15%      3.75%     -0.60%        Fixed    At Mat.          0.5         0.21
                     term_deposit_0646    Term Deposit                          52      2.37%      3.54%     -1.17%        Fixed    At Mat.          2.0         1.29
                     term_deposit_0647    Term Deposit                          12      3.23%      3.75%     -0.52%        Fixed    At Mat.          0.5         0.29
                     term_deposit_0648    Term Deposit                          30      3.06%      3.55%     -0.49%        Fixed    At Mat.          3.0         1.48
                     term_deposit_0649    Term Deposit                          14      3.15%      3.62%     -0.47%        Fixed    At Mat.          1.0         0.89
                     term_deposit_0650    Term Deposit                          15      3.06%      3.75%     -0.69%        Fixed    At Mat.          0.5          0.3
                     term_deposit_0651    Term Deposit                          36      2.90%      3.62%     -0.72%        Fixed    At Mat.          1.0         0.57
                     term_deposit_0652    Term Deposit                          15      2.98%      3.54%     -0.56%        Fixed    At Mat.          2.0          1.7
                     term_deposit_0653    Term Deposit                          15      3.31%      3.75%     -0.44%        Fixed    At Mat.          0.5         0.34
                     term_deposit_0654    Term Deposit                          38      2.75%      3.54%     -0.79%        Fixed    At Mat.          2.0          1.6
                     term_deposit_0655    Term Deposit                          50      3.38%      3.55%     -0.17%        Fixed    At Mat.          3.0         2.04
                     term_deposit_0656    Term Deposit                          28      3.20%      3.75%     -0.55%        Fixed    At Mat.          0.5         0.35
                     term_deposit_0657    Term Deposit                          13      3.15%      3.75%     -0.60%        Fixed    At Mat.          0.5         0.27
                     term_deposit_0658    Term Deposit                          14      3.35%      3.75%     -0.40%        Fixed    At Mat.          0.5         0.26
                     term_deposit_0659    Term Deposit                          20      2.90%      3.55%     -0.66%        Fixed    At Mat.          3.0         2.51
                     term_deposit_0660    Term Deposit                          23      3.18%      3.81%     -0.63%        Fixed    At Mat.         0.25          0.1
                     term_deposit_0661    Term Deposit                          11      2.83%      3.55%     -0.72%        Fixed    At Mat.          3.0         2.87
                     term_deposit_0662    Term Deposit                          30      2.99%      3.54%     -0.55%        Fixed    At Mat.          2.0         1.24
                     term_deposit_0663    Term Deposit                          20      3.40%      3.81%     -0.41%        Fixed    At Mat.         0.25         0.15
                     term_deposit_0664    Term Deposit                           7      3.16%      3.62%     -0.46%        Fixed    At Mat.          1.0         0.55
                     term_deposit_0665    Term Deposit                          11      3.00%      3.67%     -0.67%        Fixed    At Mat.          5.0         3.92
                     term_deposit_0666    Term Deposit                          14      3.45%      3.81%     -0.36%        Fixed    At Mat.         0.25         0.12
                     term_deposit_0667    Term Deposit                          18      2.90%      3.54%     -0.64%        Fixed    At Mat.          2.0         1.37
                     term_deposit_0668    Term Deposit                          60      3.00%      3.62%     -0.62%        Fixed    At Mat.          1.0         0.49
                     term_deposit_0669    Term Deposit                          22      3.31%      3.54%     -0.23%        Fixed    At Mat.          2.0         0.91
                     term_deposit_0670    Term Deposit                          12      3.04%      3.54%     -0.50%        Fixed    At Mat.          2.0         1.16
                     term_deposit_0671    Term Deposit                          22      3.02%      3.81%     -0.79%        Fixed    At Mat.         0.25         0.21
                     term_deposit_0672    Term Deposit                          16      2.89%      3.55%     -0.66%        Fixed    At Mat.          3.0         2.19
                     term_deposit_0673    Term Deposit                          23      3.37%      3.81%     -0.44%        Fixed    At Mat.         0.25         0.22
                     term_deposit_0674    Term Deposit                          27      2.78%      3.54%     -0.76%        Fixed    At Mat.          2.0         1.36
                     term_deposit_0675    Term Deposit                          40      3.53%      3.75%     -0.22%        Fixed    At Mat.          0.5         0.32
                     term_deposit_0676    Term Deposit                          19      2.65%      3.54%     -0.89%        Fixed    At Mat.          2.0         1.21
                     term_deposit_0677    Term Deposit                          52      2.88%      3.55%     -0.67%        Fixed    At Mat.          3.0         2.36
                     term_deposit_0678    Term Deposit                          33      2.83%      3.54%     -0.71%        Fixed    At Mat.          2.0         1.72
                     term_deposit_0679    Term Deposit                          13      3.00%      3.75%     -0.75%        Fixed    At Mat.          0.5         0.26
                     term_deposit_0680    Term Deposit                          73      3.34%      3.75%     -0.41%        Fixed    At Mat.          0.5         0.46
                     term_deposit_0681    Term Deposit                          24      3.16%      3.67%     -0.51%        Fixed    At Mat.          5.0         2.81
                     term_deposit_0682    Term Deposit                          12      3.15%      3.54%     -0.40%        Fixed    At Mat.          2.0         1.32
                     term_deposit_0683    Term Deposit                          52      3.26%      3.55%     -0.29%        Fixed    At Mat.          3.0         1.45
                     term_deposit_0684    Term Deposit                          67      2.74%      3.75%     -1.01%        Fixed    At Mat.          0.5         0.37
                     term_deposit_0685    Term Deposit                          19      3.54%      3.81%     -0.27%        Fixed    At Mat.         0.25         0.21
                     term_deposit_0686    Term Deposit                          14      3.20%      3.75%     -0.55%        Fixed    At Mat.          0.5         0.34
                     term_deposit_0687    Term Deposit                          17      3.18%      3.75%     -0.57%        Fixed    At Mat.          0.5         0.48
                     term_deposit_0688    Term Deposit                          30      3.34%      3.62%     -0.28%        Fixed    At Mat.          1.0         0.61
                     term_deposit_0689    Term Deposit                          42      3.13%      3.62%     -0.49%        Fixed    At Mat.          1.0         0.83
                     term_deposit_0690    Term Deposit                          27      3.17%      3.81%     -0.64%        Fixed    At Mat.         0.25         0.16
                     term_deposit_0691    Term Deposit                          21      3.10%      3.81%     -0.70%        Fixed    At Mat.         0.25         0.15
                     term_deposit_0692    Term Deposit                          47      2.98%      3.54%     -0.56%        Fixed    At Mat.          2.0         1.78
                     term_deposit_0693    Term Deposit                          16      2.88%      3.54%     -0.66%        Fixed    At Mat.          2.0         1.19
                     term_deposit_0694    Term Deposit                          36      3.45%      3.81%     -0.36%        Fixed    At Mat.         0.25         0.22
                     term_deposit_0695    Term Deposit                          16      3.06%      3.62%     -0.56%        Fixed    At Mat.          1.0         0.61
                     term_deposit_0696    Term Deposit                          25      3.03%      3.54%     -0.51%        Fixed    At Mat.          2.0         1.46
                     term_deposit_0697    Term Deposit                          18      2.81%      3.54%     -0.73%        Fixed    At Mat.          2.0          1.7
                     term_deposit_0698    Term Deposit                          19      3.33%      3.81%     -0.48%        Fixed    At Mat.         0.25         0.19
                     term_deposit_0699    Term Deposit                          15      3.02%      3.75%     -0.73%        Fixed    At Mat.          0.5         0.27
                     term_deposit_0700    Term Deposit                          43      3.32%      3.75%     -0.43%        Fixed    At Mat.          0.5         0.39
                     term_deposit_0701    Term Deposit                          12      3.11%      3.55%     -0.44%        Fixed    At Mat.          3.0         1.83
                     term_deposit_0702    Term Deposit                          12      3.08%      3.54%     -0.46%        Fixed    At Mat.          2.0         1.67
                     term_deposit_0703    Term Deposit                          69      2.97%      3.54%     -0.57%        Fixed    At Mat.          2.0         0.92
                     term_deposit_0704    Term Deposit                          35      3.05%      3.55%     -0.50%        Fixed    At Mat.          3.0         2.65
                     term_deposit_0705    Term Deposit                           5      3.26%      3.62%     -0.36%        Fixed    At Mat.          1.0         0.77
                     term_deposit_0706    Term Deposit                          14      3.58%      3.54%      0.04%        Fixed    At Mat.          2.0         1.01
                     term_deposit_0707    Term Deposit                           7      2.82%      3.75%     -0.93%        Fixed    At Mat.          0.5         0.36
                     term_deposit_0708    Term Deposit                          11      3.08%      3.54%     -0.46%        Fixed    At Mat.          2.0         1.42
                     term_deposit_0709    Term Deposit                           3      3.54%      3.62%     -0.08%        Fixed    At Mat.          1.0         0.88
                     term_deposit_0710    Term Deposit                          18      3.06%      3.54%     -0.48%        Fixed    At Mat.          2.0         1.01
                     term_deposit_0711    Term Deposit                          10      3.27%      3.55%     -0.28%        Fixed    At Mat.          3.0         2.25
                     term_deposit_0712    Term Deposit                          20      3.19%      3.54%     -0.35%        Fixed    At Mat.          2.0         1.05
                     term_deposit_0713    Term Deposit                           7      3.41%      3.54%     -0.13%        Fixed    At Mat.          2.0         0.85
                     term_deposit_0714    Term Deposit                          20      3.22%      3.62%     -0.40%        Fixed    At Mat.          1.0          0.7
                     term_deposit_0715    Term Deposit                          15      3.18%      3.75%     -0.57%        Fixed    At Mat.          0.5         0.45
                     term_deposit_0716    Term Deposit                          48      2.93%      3.54%     -0.61%        Fixed    At Mat.          2.0         1.46
                     term_deposit_0717    Term Deposit                          45      2.57%      3.54%     -0.97%        Fixed    At Mat.          2.0          1.4
                     term_deposit_0718    Term Deposit                          31      3.11%      3.55%     -0.44%        Fixed    At Mat.          3.0          2.3
                     term_deposit_0719    Term Deposit                          16      3.15%      3.54%     -0.39%        Fixed    At Mat.          2.0          1.3
                     term_deposit_0720    Term Deposit                          64      3.22%      3.81%     -0.59%        Fixed    At Mat.         0.25         0.11
                     term_deposit_0721    Term Deposit                           8      3.46%      3.81%     -0.35%        Fixed    At Mat.         0.25         0.14
                     term_deposit_0722    Term Deposit                           8      3.16%      3.54%     -0.38%        Fixed    At Mat.          2.0         1.42
                     term_deposit_0723    Term Deposit                          18      3.30%      3.55%     -0.25%        Fixed    At Mat.          3.0         2.62
                     term_deposit_0724    Term Deposit                          75      2.96%      3.62%     -0.66%        Fixed    At Mat.          1.0         0.51
                     term_deposit_0725    Term Deposit                          17      3.31%      3.81%     -0.50%        Fixed    At Mat.         0.25         0.15
